ID,GroundTruth,YEAR,MONTH,DAY
2533,0.0,1985,8,20
2534,1.0,1985,8,21
2535,1.0,1985,8,22
2536,1.0,1985,8,23
2537,1.0,1985,8,24
2538,1.0,1985,8,25
2539,1.0,1985,8,26
2540,1.0,1985,8,27
2541,1.0,1985,8,28
2542,1.0,1985,8,29
2543,1.0,1985,8,30
2544,1.0,1985,9,1
2545,0.0,1985,9,2
2546,0.0,1985,9,3
2547,0.0,1985,9,4
2548,1.0,1986,5,27
2549,1.0,1986,5,28
2550,1.0,1986,5,29
2551,1.0,1986,5,30
2552,1.0,1986,6,1
2553,1.0,1986,6,2
2554,1.0,1986,6,3
2555,1.0,1986,6,4
2556,1.0,1986,6,5
2557,1.0,1986,6,6
2558,1.0,1986,6,7
2559,1.0,1986,6,8
2560,1.0,1986,6,9
2561,1.0,1986,6,10
2562,1.0,1986,6,11
2563,0.0,1986,6,12
2564,0.0,1986,6,13
2565,0.0,1986,6,14
2566,0.0,1986,6,15
2567,0.0,1986,6,16
2568,0.0,1986,6,17
2569,0.0,1986,6,18
2570,0.0,1986,6,19
2571,0.0,1986,6,20
2572,0.0,1986,6,21
2573,0.0,1986,6,22
2574,0.0,1986,6,23
2575,0.0,1986,6,24
2576,0.0,1986,6,25
2577,0.0,1986,6,26
2578,1.0,1986,6,27
2579,1.0,1986,6,28
2580,1.0,1986,6,29
2581,1.0,1986,6,30
2582,1.0,1986,7,1
2583,1.0,1986,7,2
2584,1.0,1986,7,3
2585,1.0,1986,7,4
2586,1.0,1986,7,5
2587,1.0,1986,7,6
2588,0.0,1986,7,7
2589,0.0,1986,7,8
2590,0.0,1986,7,9
2591,0.0,1986,7,10
2592,0.0,1986,7,11
2593,0.0,1986,7,12
2594,0.0,1986,7,13
2595,0.0,1986,7,14
2596,0.0,1986,7,15
2597,0.0,1986,7,16
2598,0.0,1986,7,17
2599,0.0,1986,7,18
2600,0.0,1986,7,19
2601,0.0,1986,7,20
2602,0.0,1986,7,21
2603,0.0,1986,7,22
2604,0.0,1986,7,23
2605,0.0,1986,7,24
2606,0.0,1986,7,25
2607,0.0,1986,7,26
2608,0.0,1986,7,27
2609,0.0,1986,7,28
2610,0.0,1986,7,29
2611,0.0,1986,7,30
2612,0.0,1986,8,1
2613,0.0,1986,8,2
2614,0.0,1986,8,3
2615,0.0,1986,8,4
2616,0.0,1986,8,5
2617,0.0,1986,8,6
2618,0.0,1986,8,7
2619,0.0,1986,8,8
2620,0.0,1986,8,9
2621,0.0,1986,8,10
2622,0.0,1986,8,11
2623,0.0,1986,8,12
2624,0.0,1986,8,13
2625,0.0,1986,8,14
2626,0.0,1986,8,15
2627,0.0,1986,8,16
2628,0.0,1986,8,17
2629,0.0,1986,8,18
2630,0.0,1986,8,19
2631,0.0,1986,8,20
2632,0.0,1986,8,21
2633,0.0,1986,8,22
2634,0.0,1986,8,23
2635,0.0,1986,8,24
2636,0.0,1986,8,25
2637,0.0,1986,8,26
2638,0.0,1986,8,27
2639,0.0,1986,8,28
2640,0.0,1986,8,29
2641,0.0,1986,8,30
2642,0.0,1986,9,1
2643,0.0,1986,9,2
2644,0.0,1986,9,3
2645,0.0,1986,9,4
2646,0.0,1987,5,27
2647,0.0,1987,5,28
2648,0.0,1987,5,29
2649,0.0,1987,5,30
2650,0.0,1987,6,1
2651,0.0,1987,6,2
2652,0.0,1987,6,3
2653,0.0,1987,6,4
2654,0.0,1987,6,5
2655,0.0,1987,6,6
2656,0.0,1987,6,7
2657,0.0,1987,6,8
2658,0.0,1987,6,9
2659,0.0,1987,6,10
2660,0.0,1987,6,11
2661,0.0,1987,6,12
2662,0.0,1987,6,13
2663,0.0,1987,6,14
2664,0.0,1987,6,15
2665,0.0,1987,6,16
2666,0.0,1987,6,17
2667,0.0,1987,6,18
2668,0.0,1987,6,19
2669,0.0,1987,6,20
2670,0.0,1987,6,21
2671,0.0,1987,6,22
2672,0.0,1987,6,23
2673,0.0,1987,6,24
2674,0.0,1987,6,25
2675,0.0,1987,6,26
2676,0.0,1987,6,27
2677,0.0,1987,6,28
2678,0.0,1987,6,29
2679,0.0,1987,6,30
2680,0.0,1987,7,1
2681,0.0,1987,7,2
2682,0.0,1987,7,3
2683,0.0,1987,7,4
2684,0.0,1987,7,5
2685,0.0,1987,7,6
2686,0.0,1987,7,7
2687,1.0,1987,7,8
2688,1.0,1987,7,9
2689,1.0,1987,7,10
2690,1.0,1987,7,11
2691,1.0,1987,7,12
2692,1.0,1987,7,13
2693,1.0,1987,7,14
2694,1.0,1987,7,15
2695,1.0,1987,7,16
2696,1.0,1987,7,17
2697,0.0,1987,7,18
2698,0.0,1987,7,19
2699,0.0,1987,7,20
2700,0.0,1987,7,21
2701,0.0,1987,7,22
2702,0.0,1987,7,23
2703,0.0,1987,7,24
2704,0.0,1987,7,25
2705,0.0,1987,7,26
2706,0.0,1987,7,27
2707,0.0,1987,7,28
2708,0.0,1987,7,29
2709,0.0,1987,7,30
2710,0.0,1987,8,1
2711,0.0,1987,8,2
2712,0.0,1987,8,3
2713,0.0,1987,8,4
2714,0.0,1987,8,5
2715,0.0,1987,8,6
2716,0.0,1987,8,7
2717,0.0,1987,8,8
2718,0.0,1987,8,9
2719,0.0,1987,8,10
2720,0.0,1987,8,11
2721,0.0,1987,8,12
2722,0.0,1987,8,13
2723,0.0,1987,8,14
2724,0.0,1987,8,15
2725,0.0,1987,8,16
2726,0.0,1987,8,17
2727,0.0,1987,8,18
2728,0.0,1987,8,19
2729,0.0,1987,8,20
2730,0.0,1987,8,21
2731,0.0,1987,8,22
2732,0.0,1987,8,23
2733,0.0,1987,8,24
2734,0.0,1987,8,25
2735,0.0,1987,8,26
2736,0.0,1987,8,27
2737,0.0,1987,8,28
2738,0.0,1987,8,29
2739,0.0,1987,8,30
2740,0.0,1987,9,1
2741,0.0,1987,9,2
2742,0.0,1987,9,3
2743,0.0,1987,9,4
2744,0.0,1988,5,27
2745,0.0,1988,5,28
2746,1.0,1988,5,29
2747,1.0,1988,5,30
2748,1.0,1988,6,1
2749,1.0,1988,6,2
2750,1.0,1988,6,3
2751,1.0,1988,6,4
2752,1.0,1988,6,5
2753,1.0,1988,6,6
2754,1.0,1988,6,7
2755,1.0,1988,6,8
2756,1.0,1988,6,9
2757,1.0,1988,6,10
2758,1.0,1988,6,11
2759,1.0,1988,6,12
2760,0.0,1988,6,13
2761,0.0,1988,6,14
2762,0.0,1988,6,15
2763,0.0,1988,6,16
2764,0.0,1988,6,17
2765,0.0,1988,6,18
2766,0.0,1988,6,19
2767,0.0,1988,6,20
2768,0.0,1988,6,21
2769,0.0,1988,6,22
2770,0.0,1988,6,23
2771,1.0,1988,6,24
2772,1.0,1988,6,25
2773,1.0,1988,6,26
2774,1.0,1988,6,27
2775,1.0,1988,6,28
2776,1.0,1988,6,29
2777,1.0,1988,6,30
2778,1.0,1988,7,1
2779,1.0,1988,7,2
2780,1.0,1988,7,3
2781,1.0,1988,7,4
2782,1.0,1988,7,5
2783,1.0,1988,7,6
2784,1.0,1988,7,7
2785,0.0,1988,7,8
2786,0.0,1988,7,9
2787,0.0,1988,7,10
2788,0.0,1988,7,11
2789,0.0,1988,7,12
2790,0.0,1988,7,13
2791,0.0,1988,7,14
2792,0.0,1988,7,15
2793,0.0,1988,7,16
2794,0.0,1988,7,17
2795,0.0,1988,7,18
2796,1.0,1988,7,19
2797,1.0,1988,7,20
2798,1.0,1988,7,21
2799,1.0,1988,7,22
2800,1.0,1988,7,23
2801,0.0,1988,7,24
2802,0.0,1988,7,25
2803,0.0,1988,7,26
2804,0.0,1988,7,27
2805,0.0,1988,7,28
2806,0.0,1988,7,29
2807,0.0,1988,7,30
2808,0.0,1988,8,1
2809,0.0,1988,8,2
2810,0.0,1988,8,3
2811,0.0,1988,8,4
2812,0.0,1988,8,5
2813,0.0,1988,8,6
2814,0.0,1988,8,7
2815,0.0,1988,8,8
2816,0.0,1988,8,9
2817,0.0,1988,8,10
2818,0.0,1988,8,11
2819,0.0,1988,8,12
2820,0.0,1988,8,13
2821,0.0,1988,8,14
2822,0.0,1988,8,15
2823,0.0,1988,8,16
2824,0.0,1988,8,17
2825,0.0,1988,8,18
2826,0.0,1988,8,19
2827,0.0,1988,8,20
2828,0.0,1988,8,21
2829,0.0,1988,8,22
2830,0.0,1988,8,23
2831,0.0,1988,8,24
2832,0.0,1988,8,25
2833,0.0,1988,8,26
2834,0.0,1988,8,27
2835,0.0,1988,8,28
2836,1.0,1988,8,29
2837,1.0,1988,8,30
2838,1.0,1988,9,1
2839,1.0,1988,9,2
2840,1.0,1988,9,3
2841,1.0,1988,9,4
2842,0.0,1989,5,27
2843,0.0,1989,5,28
2844,0.0,1989,5,29
2845,0.0,1989,5,30
2846,0.0,1989,6,1
2847,0.0,1989,6,2
2848,1.0,1989,6,3
2849,1.0,1989,6,4
2850,1.0,1989,6,5
2851,1.0,1989,6,6
2852,1.0,1989,6,7
2853,1.0,1989,6,8
2854,1.0,1989,6,9
2855,1.0,1989,6,10
2856,1.0,1989,6,11
2857,1.0,1989,6,12
2858,1.0,1989,6,13
2859,1.0,1989,6,14
2860,1.0,1989,6,15
2861,1.0,1989,6,16
2862,1.0,1989,6,17
2863,1.0,1989,6,18
2864,1.0,1989,6,19
2865,1.0,1989,6,20
2866,1.0,1989,6,21
2867,1.0,1989,6,22
2868,1.0,1989,6,23
2869,0.0,1989,6,24
2870,0.0,1989,6,25
2871,0.0,1989,6,26
2872,0.0,1989,6,27
2873,0.0,1989,6,28
2874,0.0,1989,6,29
2875,0.0,1989,6,30
2876,0.0,1989,7,1
2877,0.0,1989,7,2
2878,0.0,1989,7,3
2879,0.0,1989,7,4
2880,0.0,1989,7,5
2881,0.0,1989,7,6
2882,1.0,1989,7,7
2883,1.0,1989,7,8
2884,1.0,1989,7,9
2885,1.0,1989,7,10
2886,1.0,1989,7,11
2887,1.0,1989,7,12
2888,1.0,1989,7,13
2889,1.0,1989,7,14
2890,1.0,1989,7,15
2891,1.0,1989,7,16
2892,1.0,1989,7,17
2893,1.0,1989,7,18
2894,0.0,1989,7,19
2895,0.0,1989,7,20
2896,1.0,1989,7,21
2897,1.0,1989,7,22
2898,1.0,1989,7,23
2899,1.0,1989,7,24
2900,1.0,1989,7,25
2901,1.0,1989,7,26
2902,1.0,1989,7,27
2903,0.0,1989,7,28
2904,0.0,1989,7,29
2905,0.0,1989,7,30
2906,0.0,1989,8,1
2907,0.0,1989,8,2
2908,0.0,1989,8,3
2909,0.0,1989,8,4
2910,0.0,1989,8,5
2911,0.0,1989,8,6
2912,0.0,1989,8,7
2913,0.0,1989,8,8
2914,0.0,1989,8,9
2915,0.0,1989,8,10
2916,0.0,1989,8,11
2917,0.0,1989,8,12
2918,0.0,1989,8,13
2919,0.0,1989,8,14
2920,0.0,1989,8,15
2921,0.0,1989,8,16
2922,0.0,1989,8,17
2923,0.0,1989,8,18
2924,0.0,1989,8,19
2925,0.0,1989,8,20
2926,0.0,1989,8,21
2927,0.0,1989,8,22
2928,0.0,1989,8,23
2929,0.0,1989,8,24
2930,0.0,1989,8,25
2931,0.0,1989,8,26
2932,0.0,1989,8,27
2933,1.0,1989,8,28
2934,1.0,1989,8,29
2935,1.0,1989,8,30
2936,1.0,1989,9,1
2937,1.0,1989,9,2
2938,0.0,1989,9,3
2939,0.0,1989,9,4
2940,0.0,1990,5,27
2941,0.0,1990,5,28
2942,0.0,1990,5,29
2943,0.0,1990,5,30
2944,0.0,1990,6,1
2945,0.0,1990,6,2
2946,1.0,1990,6,3
2947,1.0,1990,6,4
2948,1.0,1990,6,5
2949,1.0,1990,6,6
2950,1.0,1990,6,7
2951,0.0,1990,6,8
2952,0.0,1990,6,9
2953,1.0,1990,6,10
2954,1.0,1990,6,11
2955,1.0,1990,6,12
2956,1.0,1990,6,13
2957,1.0,1990,6,14
2958,0.0,1990,6,15
2959,0.0,1990,6,16
2960,0.0,1990,6,17
2961,0.0,1990,6,18
2962,0.0,1990,6,19
2963,0.0,1990,6,20
2964,1.0,1990,6,21
2965,1.0,1990,6,22
2966,1.0,1990,6,23
2967,1.0,1990,6,24
2968,1.0,1990,6,25
2969,1.0,1990,6,26
2970,1.0,1990,6,27
2971,0.0,1990,6,28
2972,0.0,1990,6,29
2973,0.0,1990,6,30
2974,0.0,1990,7,1
2975,0.0,1990,7,2
2976,0.0,1990,7,3
2977,0.0,1990,7,4
2978,0.0,1990,7,5
2979,0.0,1990,7,6
2980,0.0,1990,7,7
2981,0.0,1990,7,8
2982,0.0,1990,7,9
2983,0.0,1990,7,10
2984,0.0,1990,7,11
2985,0.0,1990,7,12
2986,0.0,1990,7,13
2987,0.0,1990,7,14
2988,0.0,1990,7,15
2989,0.0,1990,7,16
2990,0.0,1990,7,17
2991,0.0,1990,7,18
2992,0.0,1990,7,19
2993,0.0,1990,7,20
2994,0.0,1990,7,21
2995,0.0,1990,7,22
2996,0.0,1990,7,23
2997,0.0,1990,7,24
2998,0.0,1990,7,25
2999,0.0,1990,7,26
3000,0.0,1990,7,27
3001,1.0,1990,7,28
3002,1.0,1990,7,29
3003,1.0,1990,7,30
3004,1.0,1990,8,1
3005,1.0,1990,8,2
3006,1.0,1990,8,3
3007,1.0,1990,8,4
3008,1.0,1990,8,5
3009,1.0,1990,8,6
3010,1.0,1990,8,7
3011,1.0,1990,8,8
3012,1.0,1990,8,9
3013,1.0,1990,8,10
3014,1.0,1990,8,11
3015,1.0,1990,8,12
3016,1.0,1990,8,13
3017,1.0,1990,8,14
3018,1.0,1990,8,15
3019,1.0,1990,8,16
3020,1.0,1990,8,17
3021,1.0,1990,8,18
3022,1.0,1990,8,19
3023,1.0,1990,8,20
3024,1.0,1990,8,21
3025,1.0,1990,8,22
3026,1.0,1990,8,23
3027,1.0,1990,8,24
3028,0.0,1990,8,25
3029,0.0,1990,8,26
3030,0.0,1990,8,27
3031,0.0,1990,8,28
3032,0.0,1990,8,29
3033,0.0,1990,8,30
3034,0.0,1990,9,1
3035,0.0,1990,9,2
3036,0.0,1990,9,3
3037,0.0,1990,9,4
3038,0.0,1991,5,27
3039,0.0,1991,5,28
3040,0.0,1991,5,29
3041,0.0,1991,5,30
3042,0.0,1991,6,1
3043,0.0,1991,6,2
3044,0.0,1991,6,3
3045,0.0,1991,6,4
3046,0.0,1991,6,5
3047,0.0,1991,6,6
3048,0.0,1991,6,7
3049,0.0,1991,6,8
3050,0.0,1991,6,9
3051,0.0,1991,6,10
3052,0.0,1991,6,11
3053,0.0,1991,6,12
3054,0.0,1991,6,13
3055,0.0,1991,6,14
3056,0.0,1991,6,15
3057,0.0,1991,6,16
3058,0.0,1991,6,17
3059,0.0,1991,6,18
3060,0.0,1991,6,19
3061,0.0,1991,6,20
3062,0.0,1991,6,21
3063,0.0,1991,6,22
3064,0.0,1991,6,23
3065,0.0,1991,6,24
3066,0.0,1991,6,25
3067,0.0,1991,6,26
3068,0.0,1991,6,27
3069,0.0,1991,6,28
3070,0.0,1991,6,29
3071,0.0,1991,6,30
3072,0.0,1991,7,1
3073,0.0,1991,7,2
3074,0.0,1991,7,3
3075,0.0,1991,7,4
3076,0.0,1991,7,5
3077,0.0,1991,7,6
3078,0.0,1991,7,7
3079,0.0,1991,7,8
3080,0.0,1991,7,9
3081,0.0,1991,7,10
3082,0.0,1991,7,11
3083,0.0,1991,7,12
3084,0.0,1991,7,13
3085,0.0,1991,7,14
3086,0.0,1991,7,15
3087,0.0,1991,7,16
3088,1.0,1991,7,17
3089,1.0,1991,7,18
3090,1.0,1991,7,19
3091,1.0,1991,7,20
3092,1.0,1991,7,21
3093,1.0,1991,7,22
3094,1.0,1991,7,23
3095,1.0,1991,7,24
3096,1.0,1991,7,25
3097,1.0,1991,7,26
3098,1.0,1991,7,27
3099,1.0,1991,7,28
3100,1.0,1991,7,29
3101,0.0,1991,7,30
3102,0.0,1991,8,1
3103,0.0,1991,8,2
3104,0.0,1991,8,3
3105,0.0,1991,8,4
3106,0.0,1991,8,5
3107,0.0,1991,8,6
3108,0.0,1991,8,7
3109,0.0,1991,8,8
3110,0.0,1991,8,9
3111,0.0,1991,8,10
3112,0.0,1991,8,11
3113,0.0,1991,8,12
3114,0.0,1991,8,13
3115,0.0,1991,8,14
3116,0.0,1991,8,15
3117,0.0,1991,8,16
3118,0.0,1991,8,17
3119,0.0,1991,8,18
3120,0.0,1991,8,19
3121,0.0,1991,8,20
3122,0.0,1991,8,21
3123,0.0,1991,8,22
3124,0.0,1991,8,23
3125,0.0,1991,8,24
3126,0.0,1991,8,25
3127,0.0,1991,8,26
3128,0.0,1991,8,27
3129,0.0,1991,8,28
3130,0.0,1991,8,29
3131,0.0,1991,8,30
3132,0.0,1991,9,1
3133,0.0,1991,9,2
3134,0.0,1991,9,3
3135,0.0,1991,9,4
3136,0.0,1992,5,27
3137,0.0,1992,5,28
3138,0.0,1992,5,29
3139,0.0,1992,5,30
3140,0.0,1992,6,1
3141,0.0,1992,6,2
3142,0.0,1992,6,3
3143,0.0,1992,6,4
3144,0.0,1992,6,5
3145,0.0,1992,6,6
3146,0.0,1992,6,7
3147,0.0,1992,6,8
3148,0.0,1992,6,9
3149,0.0,1992,6,10
3150,0.0,1992,6,11
3151,0.0,1992,6,12
3152,0.0,1992,6,13
3153,0.0,1992,6,14
3154,0.0,1992,6,15
3155,0.0,1992,6,16
3156,0.0,1992,6,17
3157,0.0,1992,6,18
3158,0.0,1992,6,19
3159,0.0,1992,6,20
3160,1.0,1992,6,21
3161,1.0,1992,6,22
3162,1.0,1992,6,23
3163,1.0,1992,6,24
3164,1.0,1992,6,25
3165,0.0,1992,6,26
3166,0.0,1992,6,27
3167,0.0,1992,6,28
3168,0.0,1992,6,29
3169,0.0,1992,6,30
3170,0.0,1992,7,1
3171,0.0,1992,7,2
3172,0.0,1992,7,3
3173,0.0,1992,7,4
3174,0.0,1992,7,5
3175,1.0,1992,7,6
3176,1.0,1992,7,7
3177,1.0,1992,7,8
3178,1.0,1992,7,9
3179,1.0,1992,7,10
3180,0.0,1992,7,11
3181,0.0,1992,7,12
3182,0.0,1992,7,13
3183,0.0,1992,7,14
3184,0.0,1992,7,15
3185,0.0,1992,7,16
3186,0.0,1992,7,17
3187,0.0,1992,7,18
3188,0.0,1992,7,19
3189,0.0,1992,7,20
3190,0.0,1992,7,21
3191,0.0,1992,7,22
3192,0.0,1992,7,23
3193,0.0,1992,7,24
3194,0.0,1992,7,25
3195,0.0,1992,7,26
3196,0.0,1992,7,27
3197,0.0,1992,7,28
3198,0.0,1992,7,29
3199,0.0,1992,7,30
3200,0.0,1992,8,1
3201,0.0,1992,8,2
3202,0.0,1992,8,3
3203,0.0,1992,8,4
3204,0.0,1992,8,5
3205,0.0,1992,8,6
3206,0.0,1992,8,7
3207,0.0,1992,8,8
3208,0.0,1992,8,9
3209,0.0,1992,8,10
3210,0.0,1992,8,11
3211,0.0,1992,8,12
3212,1.0,1992,8,13
3213,1.0,1992,8,14
3214,1.0,1992,8,15
3215,1.0,1992,8,16
3216,1.0,1992,8,17
3217,0.0,1992,8,18
3218,0.0,1992,8,19
3219,0.0,1992,8,20
3220,0.0,1992,8,21
3221,0.0,1992,8,22
3222,0.0,1992,8,23
3223,0.0,1992,8,24
3224,0.0,1992,8,25
3225,0.0,1992,8,26
3226,0.0,1992,8,27
3227,0.0,1992,8,28
3228,0.0,1992,8,29
3229,0.0,1992,8,30
3230,0.0,1992,9,1
3231,0.0,1992,9,2
3232,0.0,1992,9,3
3233,0.0,1992,9,4
3234,0.0,1993,5,27
3235,0.0,1993,5,28
3236,0.0,1993,5,29
3237,0.0,1993,5,30
3238,0.0,1993,6,1
3239,0.0,1993,6,2
3240,0.0,1993,6,3
3241,0.0,1993,6,4
3242,0.0,1993,6,5
3243,0.0,1993,6,6
3244,0.0,1993,6,7
3245,0.0,1993,6,8
3246,0.0,1993,6,9
3247,0.0,1993,6,10
3248,0.0,1993,6,11
3249,0.0,1993,6,12
3250,0.0,1993,6,13
3251,0.0,1993,6,14
3252,0.0,1993,6,15
3253,0.0,1993,6,16
3254,0.0,1993,6,17
3255,1.0,1993,6,18
3256,1.0,1993,6,19
3257,1.0,1993,6,20
3258,1.0,1993,6,21
3259,1.0,1993,6,22
3260,0.0,1993,6,23
3261,0.0,1993,6,24
3262,0.0,1993,6,25
3263,0.0,1993,6,26
3264,0.0,1993,6,27
3265,0.0,1993,6,28
3266,0.0,1993,6,29
3267,0.0,1993,6,30
3268,0.0,1993,7,1
3269,0.0,1993,7,2
3270,0.0,1993,7,3
3271,0.0,1993,7,4
3272,0.0,1993,7,5
3273,0.0,1993,7,6
3274,0.0,1993,7,7
3275,0.0,1993,7,8
3276,0.0,1993,7,9
3277,0.0,1993,7,10
3278,0.0,1993,7,11
3279,0.0,1993,7,12
3280,0.0,1993,7,13
3281,0.0,1993,7,14
3282,0.0,1993,7,15
3283,0.0,1993,7,16
3284,0.0,1993,7,17
3285,1.0,1993,7,18
3286,1.0,1993,7,19
3287,1.0,1993,7,20
3288,1.0,1993,7,21
3289,1.0,1993,7,22
3290,0.0,1993,7,23
3291,0.0,1993,7,24
3292,0.0,1993,7,25
3293,1.0,1993,7,26
3294,1.0,1993,7,27
3295,1.0,1993,7,28
3296,1.0,1993,7,29
3297,1.0,1993,7,30
3298,0.0,1993,8,1
3299,0.0,1993,8,2
3300,0.0,1993,8,3
3301,0.0,1993,8,4
3302,0.0,1993,8,5
3303,0.0,1993,8,6
3304,0.0,1993,8,7
3305,0.0,1993,8,8
3306,0.0,1993,8,9
3307,0.0,1993,8,10
3308,0.0,1993,8,11
3309,0.0,1993,8,12
3310,0.0,1993,8,13
3311,0.0,1993,8,14
3312,0.0,1993,8,15
3313,0.0,1993,8,16
3314,0.0,1993,8,17
3315,0.0,1993,8,18
3316,0.0,1993,8,19
3317,0.0,1993,8,20
3318,0.0,1993,8,21
3319,0.0,1993,8,22
3320,0.0,1993,8,23
3321,0.0,1993,8,24
3322,0.0,1993,8,25
3323,0.0,1993,8,26
3324,0.0,1993,8,27
3325,0.0,1993,8,28
3326,0.0,1993,8,29
3327,0.0,1993,8,30
3328,0.0,1993,9,1
3329,0.0,1993,9,2
3330,0.0,1993,9,3
3331,0.0,1993,9,4
3332,0.0,1994,5,27
3333,0.0,1994,5,28
3334,0.0,1994,5,29
3335,0.0,1994,5,30
3336,1.0,1994,6,1
3337,1.0,1994,6,2
3338,1.0,1994,6,3
3339,1.0,1994,6,4
3340,1.0,1994,6,5
3341,0.0,1994,6,6
3342,0.0,1994,6,7
3343,0.0,1994,6,8
3344,0.0,1994,6,9
3345,1.0,1994,6,10
3346,1.0,1994,6,11
3347,1.0,1994,6,12
3348,1.0,1994,6,13
3349,1.0,1994,6,14
3350,1.0,1994,6,15
3351,1.0,1994,6,16
3352,1.0,1994,6,17
3353,1.0,1994,6,18
3354,1.0,1994,6,19
3355,0.0,1994,6,20
3356,0.0,1994,6,21
3357,0.0,1994,6,22
3358,0.0,1994,6,23
3359,0.0,1994,6,24
3360,0.0,1994,6,25
3361,0.0,1994,6,26
3362,0.0,1994,6,27
3363,0.0,1994,6,28
3364,1.0,1994,6,29
3365,1.0,1994,6,30
3366,1.0,1994,7,1
3367,1.0,1994,7,2
3368,1.0,1994,7,3
3369,1.0,1994,7,4
3370,1.0,1994,7,5
3371,1.0,1994,7,6
3372,1.0,1994,7,7
3373,1.0,1994,7,8
3374,1.0,1994,7,9
3375,1.0,1994,7,10
3376,1.0,1994,7,11
3377,1.0,1994,7,12
3378,0.0,1994,7,13
3379,0.0,1994,7,14
3380,0.0,1994,7,15
3381,0.0,1994,7,16
3382,0.0,1994,7,17
3383,0.0,1994,7,18
3384,0.0,1994,7,19
3385,0.0,1994,7,20
3386,0.0,1994,7,21
3387,0.0,1994,7,22
3388,0.0,1994,7,23
3389,0.0,1994,7,24
3390,0.0,1994,7,25
3391,0.0,1994,7,26
3392,0.0,1994,7,27
3393,0.0,1994,7,28
3394,0.0,1994,7,29
3395,0.0,1994,7,30
3396,0.0,1994,8,1
3397,0.0,1994,8,2
3398,0.0,1994,8,3
3399,0.0,1994,8,4
3400,0.0,1994,8,5
3401,0.0,1994,8,6
3402,0.0,1994,8,7
3403,0.0,1994,8,8
3404,0.0,1994,8,9
3405,0.0,1994,8,10
3406,0.0,1994,8,11
3407,0.0,1994,8,12
3408,0.0,1994,8,13
3409,0.0,1994,8,14
3410,0.0,1994,8,15
3411,0.0,1994,8,16
3412,0.0,1994,8,17
3413,0.0,1994,8,18
3414,0.0,1994,8,19
3415,0.0,1994,8,20
3416,0.0,1994,8,21
3417,0.0,1994,8,22
3418,0.0,1994,8,23
3419,0.0,1994,8,24
3420,0.0,1994,8,25
3421,0.0,1994,8,26
3422,0.0,1994,8,27
3423,0.0,1994,8,28
3424,0.0,1994,8,29
3425,0.0,1994,8,30
3426,0.0,1994,9,1
3427,0.0,1994,9,2
3428,0.0,1994,9,3
3429,0.0,1994,9,4
3430,0.0,1995,5,27
3431,0.0,1995,5,28
3432,1.0,1995,5,29
3433,1.0,1995,5,30
3434,1.0,1995,6,1
3435,1.0,1995,6,2
3436,1.0,1995,6,3
3437,1.0,1995,6,4
3438,1.0,1995,6,5
3439,1.0,1995,6,6
3440,1.0,1995,6,7
3441,1.0,1995,6,8
3442,1.0,1995,6,9
3443,0.0,1995,6,10
3444,0.0,1995,6,11
3445,1.0,1995,6,12
3446,1.0,1995,6,13
3447,1.0,1995,6,14
3448,1.0,1995,6,15
3449,1.0,1995,6,16
3450,1.0,1995,6,17
3451,0.0,1995,6,18
3452,0.0,1995,6,19
3453,0.0,1995,6,20
3454,0.0,1995,6,21
3455,0.0,1995,6,22
3456,0.0,1995,6,23
3457,0.0,1995,6,24
3458,0.0,1995,6,25
3459,0.0,1995,6,26
3460,0.0,1995,6,27
3461,0.0,1995,6,28
3462,0.0,1995,6,29
3463,0.0,1995,6,30
3464,0.0,1995,7,1
3465,0.0,1995,7,2
3466,0.0,1995,7,3
3467,0.0,1995,7,4
3468,0.0,1995,7,5
3469,0.0,1995,7,6
3470,0.0,1995,7,7
3471,0.0,1995,7,8
3472,0.0,1995,7,9
3473,0.0,1995,7,10
3474,0.0,1995,7,11
3475,0.0,1995,7,12
3476,0.0,1995,7,13
3477,0.0,1995,7,14
3478,0.0,1995,7,15
3479,0.0,1995,7,16
3480,0.0,1995,7,17
3481,0.0,1995,7,18
3482,0.0,1995,7,19
3483,0.0,1995,7,20
3484,0.0,1995,7,21
3485,0.0,1995,7,22
3486,0.0,1995,7,23
3487,0.0,1995,7,24
3488,0.0,1995,7,25
3489,0.0,1995,7,26
3490,0.0,1995,7,27
3491,0.0,1995,7,28
3492,0.0,1995,7,29
3493,0.0,1995,7,30
3494,1.0,1995,8,1
3495,1.0,1995,8,2
3496,1.0,1995,8,3
3497,1.0,1995,8,4
3498,1.0,1995,8,5
3499,0.0,1995,8,6
3500,0.0,1995,8,7
3501,0.0,1995,8,8
3502,0.0,1995,8,9
3503,0.0,1995,8,10
3504,0.0,1995,8,11
3505,0.0,1995,8,12
3506,0.0,1995,8,13
3507,0.0,1995,8,14
3508,0.0,1995,8,15
3509,0.0,1995,8,16
3510,0.0,1995,8,17
3511,0.0,1995,8,18
3512,0.0,1995,8,19
3513,0.0,1995,8,20
3514,0.0,1995,8,21
3515,0.0,1995,8,22
3516,0.0,1995,8,23
3517,0.0,1995,8,24
3518,0.0,1995,8,25
3519,0.0,1995,8,26
3520,0.0,1995,8,27
3521,0.0,1995,8,28
3522,0.0,1995,8,29
3523,0.0,1995,8,30
3524,0.0,1995,9,1
3525,0.0,1995,9,2
3526,0.0,1995,9,3
3527,0.0,1995,9,4
3528,0.0,1996,5,27
3529,0.0,1996,5,28
3530,0.0,1996,5,29
